rank,front,normalized_front,en,fr,ur,definition_en,example_ar,example_en,root,related,front_token_count,front_calima_coverage,front_unanalyzed_tokens,example_token_count,example_calima_coverage,example_unanalyzed_tokens,flags,status
775,مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ جِيُوفِيزْيَائِيَّةٍ صِرْفَةٍ,من ناحية تنظيمية جيوفيزيائية صرفة,from a purely organizational and geo-physical perspective,d'un point de vue purement organisationnel et géophysique,خالص تنظیمی اور جیو فزیکل لحاظ سے,"Phrase narrowing the discussion strictly to how the energy, gravity, and physical forces of the Earth determine the plan for a city or a mine.",السَّدُّ يُبْنَى مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ جِيُوفِيزْيَائِيَّةٍ صِرْفَةٍ.,The dam is built from a purely organizational and geo-physical perspective.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ الطَّاقَةِ فَقَطْ, تَخْطِيطٌ مَادِّيٌّ دَقِيقٌ",5,1.000,,7,1.000,,,structurally_verified
776,عَلَى وَشْكِ التَّلاشِي الفَلْسَفِيِّ الشَّامِلِ,على وشك التلاشي الفلسفي الشامل,on the verge of total philosophical disappearance / loss of meaning,sur le point de la disparition philosophique totale / perte de sens,مکمل فلسفیانہ طور پر مٹ جانے (معانی ختم ہونے) کے دہانے پر,"Phrase describing a civilization or a book where all wisdom, ideas, and the logic of existence are about to vanish, leaving only empty words.",المَعْنَى عَلَى وَشْكِ التَّلاشِي الفَلْسَفِيِّ الشَّامِلِ.,Meaning is on the verge of total philosophical disappearance.,— (multiword expression; no single lexical root),"نِهَايَةُ الحِكْمَةِ البَشَرِيَّةِ, ضَيَاعُ السِّرِّ الفِكْرِيِّ",5,1.000,,6,1.000,,,structurally_verified
777,بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفَلَكِيِّ الجِيُوفِيزْيَائِيِّ,بمحض تقديرك العلمي الفلكي الجيوفيزيائي,"at your own scientific, astronomical and geo-physical discretion","à ta seule discrétion scientifique, astronomique et géophysique",آپ کی اپنی سائنسی، فلکیاتی اور جیو فزیکل صوابدید پر,"(Triple emphatic). Focuses entirely on the listener's understanding of the stars, the earth's energy, and the absolute rules of celestial and planetary forces.",حَدِّدِ المَدَارَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ الفَلَكِيِّ الجِيُوفِيزْيَائِيِّ.,"Define the orbit at your own scientific, astronomical and geo-physical discretion.",— (multiword expression; no single lexical root),"حَسْبَ قَوَانِينِ السَّمَاءِ وَالأَرْضِ, لِلْعَالِمِ الكَوْنِيِّ الكَبِيرِ",5,1.000,,7,1.000,,,structurally_verified
778,فِي حَالِ طَلَبِ التَّوْضِيحِ الجِيُوفِيزْيَائِيِّ العَمِيقِ,في حال طلب التوضيح الجيوفيزيائي العميق,in case deep geo-physical clarification is requested,en cas de demande de clarification géophysique profonde,گہری جیو فزیکل وضاحت طلب ہونے کی صورت میں,(Extreme pedagogical depth). Conditional phrase for when a scientist needs to know the most hidden reasons for how the Earth's forces and energy layers work together.,اِشْرَحِ الزِّلْزَالَ فِي حَالِ طَلَبِ التَّوْضِيحِ الجِيُوفِيزْيَائِيِّ العَمِيقِ.,Explain the earthquake in case deep geo-physical clarification is requested.,— (multiword expression; no single lexical root),"إِذَا سَأَلُوا عَنْ خَفَايَا طَاقَةِ الأَرْضِ, لِلشَّرْحِ العِلْمِيِّ الأَعْظَمِ المَادِّيِّ",6,1.000,,8,1.000,,,structurally_verified
779,فِي المَقَامِ السِّتِّينَ,في المقام الستين,in the sixtieth place / sixtiethly,en soixantième lieu,ساٹھویں نمبر پر,Phrase used to introduce the sixtieth item in an ordered list of points or reasons.,وَفِي المَقَامِ السِّتِّينَ، المَحَبَّةُ.,"And sixtiethly, Love.",— (multiword expression; no single lexical root),"سِتُّونَ, بَعْدَ ذَلِكَ",3,1.000,,4,1.000,,,structurally_verified
780,مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ البِيُولُوجِيَّةِ العَمِيقَةِ,من قبيل المصلحة الاستراتيجية البيولوجية العميقة,for the sake of deep biological strategic interest,par intérêt stratégique biologique profond,گہری بائیولوجیکل تزویراتی (سٹراٹیجک) مفاد کی خاطر,Phrase used to justify actions (like creating a national DNA database or a bio-defense system) as being vital for the nation's power through life-science.,حَلَّلْنَا الجِيناتِ مِنْ قُبَيْلِ المَصْلَحَةِ الاِسْتِرَاتِيجِيَّةِ البِيُولُوجِيَّةِ العَمِيقَةِ.,We analyzed the genes for the sake of deep biological strategic interest.,— (multiword expression; no single lexical root),"لِلْبَقَاءِ فِي صِرَاعِ الحَيَاةِ, أَمْرٌ جِينِيٌّ حَيَوِيٌّ الأَعْظَمُ",6,1.000,,8,1.000,,,structurally_verified
781,مِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الاِنْهِيَارِ المَالِيِّ,من الصعب تفادي الوقوع في هذا الانهيار المالي,hard to avoid falling into this financial collapse / economic crash,difficile d'éviter de tomber dans cet effondrement financier / crash économique,اس مالیاتی گراوٹ (ٹوٹ پھوٹ) میں گرنے سے بچنا مشکل ہو,"Phrase used when the banks, the money, and the markets are falling down so fast that even the richest people are pulled into the ruin.",أَفْلَسَتِ البُنُوكُ وَمِنَ الصَّعْبِ تَفَادِي الوُقُوعِ فِي هَذَا الاِنْهِيَارِ المَالِيِّ.,Banks went bankrupt and it was hard to avoid falling into this financial collapse.,— (multiword expression; no single lexical root),"سُقُوطٌ اِقْتِصَادِيٌّ شَامِلٌ, تَدَمُّرٌ نَقْدِيٌّ لا مَفَرَّ مِنْهُ",8,1.000,,10,1.000,,,structurally_verified
782,فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الجِيُوفِيزْيَائِيَّةِ لِلْغَايَةِ,في هذه المرحلة المفصلية الجيوفيزيائية للغاية,at this extremely geo-physical and pivotal stage,à cette phase charnière extrêmement géophysique,اس انتہائی جیو فزیکل اور کلیدی مرحلے پر,"(Double emphatic). Phrase focusing on a turning point that affects the energy, the ground, and the physical forces of the entire Earth simultaneously.",اِنْفَجَرَتِ الطَّاقَةُ فِي هَذِهِ المَرْحَلَةِ المِفْصَلِيَّةِ الجِيُوفِيزْيَائِيَّةِ لِلْغَايَةِ.,Energy exploded at this extremely geo-physical and pivotal stage.,— (multiword expression; no single lexical root),"لَحْظَةُ المَصِيرِ المَادِّيِّ الكَوْكَبِيِّ, وَقْتٌ أَرْضِيٌّ حَاسِمٌ جِدًّا",6,1.000,,8,1.000,,,structurally_verified
783,مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ فِيزْيَائِيَّةٍ صِرْفَةٍ,من ناحية تنظيمية فيزيائية صرفة,from a purely organizational and physical perspective,d'un point de vue purement organisationnel et physique,خالص تنظیمی اور مادی (فزیکل) لحاظ سے,"Phrase narrowing the discussion strictly to how the matter, objects, and physical space determine the plan for a bridge or a factory.",النَّفَقُ يُبْنَى مِنْ نَاحِيَةٍ تَنْظِيمِيَّةٍ فِيزْيَائِيَّةٍ صِرْفَةٍ.,The tunnel is built from a purely organizational and physical perspective.,— (multiword expression; no single lexical root),"لِعُلَمَاءِ المَادَّةِ فَقَطْ, تَخْطِيطٌ جُسْمَانِيٌّ دَقِيقٌ",5,1.000,,7,1.000,,,structurally_verified
784,عَلَى وَشْكِ التَّلاشِي المَادِّيِّ الشَّامِلِ,على وشك التلاشي المادي الشامل,on the verge of total physical disappearance / destruction of matter,sur le point de la disparition physique totale / destruction de la matière,مکمل مادی (فزیکل) طور پر مٹ جانے (مادہ ختم ہونے) کے دہانے پر,"Phrase describing an object, a building, or a whole planet that is about to turn into pure energy or dust, leaving no physical trace behind.",الجَبَلُ عَلَى وَشْكِ التَّلاشِي المَادِّيِّ الشَّامِلِ.,The mountain is on the verge of total physical disappearance.,— (multiword expression; no single lexical root),"نِهَايَةُ الوُجُودِ الجُسْمَانِيِّ, ضَيَاعُ الكُتْلَةِ الكَوْنِيَّةِ",5,1.000,,6,1.000,,,structurally_verified
785,بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ البِيُولُوجِيِّ الجِينِيِّ,بمحض تقديرك العلمي البيولوجي الجيني,"at your own scientific, biological and genetic discretion","à ta seule discrétion scientifique, biologique et génétique",آپ کی اپنی سائنسی، بائیولوجیکل اور جینیاتی صوابدید پر,"(Triple emphatic). Focuses entirely on the listener's understanding of cells, life-science, and the absolute rules of DNA and inheritance.",عَدِّلِ الخَلِيَّةَ بِمَحْضِ تَقْدِيرِكَ العِلْمِيِّ البِيُولُوجِيِّ الجِينِيِّ.,"Modify the cell at your own scientific, biological and genetic discretion.",— (multiword expression; no single lexical root),"حَسْبَ قَوَانِينِ الشَّفْرَةِ الوِرَاثِيَّةِ, لِلْعَالِمِ البِيُولُوجِيِّ الكَبِيرِ",5,0.800,الجيني,7,0.857,الجيني,,structurally_verified
786,فِي حَالِ طَلَبِ التَّوْضِيحِ الفِيزْيَائِيِّ العَمِيقِ,في حال طلب التوضيح الفيزيائي العميق,in case deep physical clarification is requested,en cas de demande de clarification physique profonde,گہری مادی (فزیکل) وضاحت طلب ہونے کی صورت میں,"(Extreme pedagogical depth). Conditional phrase for when a scientist needs to know the most hidden reasons for how matter, forces, and motion work together.",اِشْرَحِ القُوَّةَ فِي حَالِ طَلَبِ التَّوْضِيحِ الفِيزْيَائِيِّ العَمِيقِ.,Explain the force in case deep physical clarification is requested.,— (multiword expression; no single lexical root),"إِذَا سَأَلُوا عَنْ خَفَايَا المَادَّةِ, لِلشَّرْحِ العِلْمِيِّ الأَعْظَمِ المَادِّيِّ",6,1.000,,8,1.000,,,structurally_verified
787,فِي المَقَامِ الحَادِي وَالسِّتِّينَ,في المقام الحادي والستين,in the sixty-first place / sixty-firstly,en soixante et onzième lieu,اکسٹھ ویں نمبر پر,Phrase used to introduce the sixty-first item in an ordered list of points or reasons.,وَفِي المَقَامِ الحَادِي وَالسِّتِّينَ، الإِخْلَاصُ.,"And sixty-firstly, Sincerity.",— (multiword expression; no single lexical root),"أَحَدٌ وَسِتُّونَ, بَعْدَ ذَلِكَ",4,1.000,,5,1.000,,,structurally_verified
