rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,kaikki_entry,semantic_source,source,legacy_crosscheck,kaikki_crosscheck,freedict_crosscheck,meaning_selection
594,مناسب,"appropriate, fitting; suitable, proper (of a dress etc.); reasonable (of price, quality etc.)",adj,2697,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"appropriate, fitting; suitable, proper (of a dress etc.); reasonable (of price, quality etc.)",,kaikki
595,خواہش,want; wish; desire,noun,2696,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,want; wish; desire,,kaikki
596,دفتر,"office, workplace",noun,2695,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"office, workplace",,kaikki
597,اپ,up (English loan/transliteration); a learned prefix in some compounds,content word,2694,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
598,ماحول,"environment; ambience, atmosphere; circumstance, condition (surroundings in which one lives)",noun,2691,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"environment; ambience, atmosphere; circumstance, condition (surroundings in which one lives)",,kaikki
599,اوپر,up; above; on top,adv,2689,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,up; above; on top,,kaikki
600,خواجہ,"eunuch; master, lord; dignitary, governor",noun,2678,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"eunuch; master, lord; dignitary, governor",,kaikki
601,سنگھ,lion; A Leo; The constellation Leo,noun,2677,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,lion; A Leo; The constellation Leo,,kaikki
602,فتح,victory; conquest,noun,2669,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,victory; conquest,,kaikki
603,آٹھ,eight,num,2657,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,eight,,kaikki
604,کاروبار,"occupation; business, trade",noun,2655,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"occupation; business, trade",,kaikki
605,چونکہ,because; since,closed-class,2644,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
606,امیر,rich; wealthy; nobleman,adj|noun,2642,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,rich; wealthy; nobleman,,kaikki
607,درد,pain; ache; sorrow,noun,2632,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,pity; suffering; affliction,,explicit_high_risk_review
608,سعودی,"Saudi, Saudi Arabian",adj|noun,2627,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"Saudi, Saudi Arabian",,kaikki
609,غالب,"victorious; higher, superior; dominant, predominant",adj,2622,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"victorious; higher, superior; dominant, predominant",,kaikki
610,ریاست,"a state; rule, control; a princely state",noun,2620,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"a state; rule, control; a princely state",,kaikki
611,ذہن,wit; mind; genius,noun,2619,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,wit; mind; genius,,kaikki
612,روشنی,light; brightness,noun,2619,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,sight; brightness,,explicit_high_risk_review
613,ڈرامہ,play; drama; acting,noun,2619,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,play; drama; acting,,kaikki
614,واقعہ,event; incident; occurrence,noun,2595,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,episode; encounter; occurrence,,explicit_high_risk_review
615,بجے,o'clock,adv,2593,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,o'clock,,kaikki
616,تا,to; until; while,adv|conj|prep,2582,True,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,to; until; while,,kaikki
617,دولت,"power; wealth; riches; fortune; prosperity, good fortune",noun,2578,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"power; wealth; riches; fortune; prosperity, good fortune",,kaikki
618,عوامی,public; popular,adj,2574,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,public; popular,,kaikki
619,منٹ,minute,noun,2572,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,minute,,kaikki
620,قانونی,legal; lawful; legitimate,adj,2570,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,legal; lawful; legitimate,,kaikki
621,زندہ,"alive, living",adj,2567,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"alive, living",,kaikki
622,نتیجہ,"result, consequence, end, outcome",noun,2567,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"result, consequence, end, outcome",,kaikki
623,چہرے,direct plural; oblique/vocative singular,noun,2565,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,kaikki
624,انیس,nineteen,num,2560,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,nineteen,,kaikki
625,تحفظ,"learning by heart, committing to memory; security, protection, safeguarding, preservation, conservation",noun,2553,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"learning by heart, committing to memory; security, protection, safeguarding, preservation, conservation",,kaikki
626,اوقات,"circumstances, situation; means, capacity, ability",noun,2550,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"circumstances, situation; means, capacity, ability",,kaikki
627,قوت,"food; strength, power, force",noun,2540,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"food; strength, power, force",,kaikki
628,علاقہ,part; area (of a shape); affinity; connection,noun,2538,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,part; area (of a shape); affinity; connection,,kaikki
629,ممتاز,"distinguished, exalted; a unisex given name, Mumtaz, from Arabic",adj|name,2530,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"distinguished, exalted; a unisex given name, Mumtaz, from Arabic",,kaikki
630,جھوٹ,"lie, fib, falsehood, fabrication",noun,2514,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"lie, fib, falsehood, fabrication",,kaikki
631,گاؤں,"hometown; village, hamlet",noun,2513,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"hometown; village, hamlet",,kaikki
632,نہایت,excess; at last; boundary,adj|adv|noun,2513,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,excess; at last; boundary,,kaikki
633,خوشی,happiness; pleasure; delight; joy,noun,2509,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,happiness; pleasure; delight; joy,,kaikki
634,لگ,attach; seem; begin (stem of لگنا),content word,2504,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
635,سمجھ,understanding,noun,2503,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,understanding,,kaikki
636,مشترکہ,shared; combined; joint,adj,2499,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,shared; combined; joint,,kaikki
637,شہروں,"oblique plural of شَہَر (śahar, “city”)",noun,2498,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"oblique plural of شَہَر (śahar, “city”)",,kaikki
638,درخواست,"appeal, petition; application, proposal; desire, will, request",noun,2484,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"appeal, petition; application, proposal; desire, will, request",,kaikki
639,شدت,"severity, sternness, rigour; intensity, harshness",noun,2484,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"severity, sternness, rigour; intensity, harshness",,kaikki
640,معیشت,economy,noun,2482,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,economy,,kaikki
641,اگرچہ,even; although,conj,2481,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,even; although,,kaikki
642,بال,hair; wing; child,noun,2479,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,hair; wing; child,,kaikki
643,روانہ,"pass, permit; departed, set off; dispatched, sent off",adj|noun,2476,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"pass, permit; departed, set off; dispatched, sent off",,kaikki
644,کلام,word; speech; discourse,noun,2476,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,word; speech; discourse,,kaikki
645,میدان,"battleground; maidan, plains; ground, field, arena",noun,2471,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"battleground; maidan, plains; ground, field, arena",,kaikki
646,سرگرم,"active, working",adj,2462,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"active, working",,kaikki
647,قدم,"footstep, step; perpetuity, permanence; antiquity, oldness, ancientness",noun,2461,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"footstep, step; perpetuity, permanence; antiquity, oldness, ancientness",,kaikki
648,شہری,citizen; urban; pertaining to the city,adj|noun,2458,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,citizen; urban; pertaining to the city,,kaikki
649,انتظامیہ,"administration, establishment",noun,2451,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"administration, establishment",,kaikki
650,شے,"object, thing; article, matter",noun,2448,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"object, thing; article, matter",,kaikki
