rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
2247,ڈور,thread; yarn; cord,484,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4374274|3074701,2,2,False,,"string, thread; support, attachment",strings; pulls; wondering; together; backdoor,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2248,بہرا,deaf,483,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7838255|717676,2,2,True,deaf,"adj. deaf | n. deaf person | Platts: adj. Deaf; hard of hearing; heedless, inattentive",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2249,جوڑ,joint; articulation; articulatio,483,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5525587,5,1,False,"joint, connect","joint, connect",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2250,قواعد,grammar,483,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6092944,2,1,False,grammar,n. plural of قَاعِدَہ (qā'ida); grammar | Platts:,rules; -It; regulations; probably; cares,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2251,حکمرانی,government; governing; governance; government activity; authority; authorization; authorisation; potency; dominance; say-so; kingdom; land; realm,482,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1109584|5135263|14322093,3,3,False,,,rule; exists; breaking; town; goes,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2252,قبرستان,cemetery; graveyard; burial site; burial ground; burying ground; memorial park; necropolis,482,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8403390,1,1,False,cemetery; graveyard,cemetery; graveyard,,2,IWN-En Direct manual link (single direct sense)
2253,بہادر,brave; courageous,481,CLE Urdu top-5000 frequency list,A_direct_iwn_en,285115,5,1,False,"brave; hero, champion",brave,brave; HEROIC; Brave; bravest; PLAYS,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2254,پلاٹ,plot; estate; land; landed estate; acres; demesne,481,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6287767|13076167,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2255,قبر,grave; tomb,481,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3418251,2,1,True,"grave, tomb",grave,grave; then; Mother; willow; branch,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2256,ہستی,being; beingness; existence,481,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13768200,1,1,True,"existence, being; personality, entity","n. existence, being; personality, entity | Platts:",A; saint,2,IWN-En Direct manual link (single direct sense)
2257,آزادانہ,openly,480,CLE Urdu top-5000 frequency list,A_direct_iwn_en,53782,2,1,False,,,freely; In; elected; government; a,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2258,بلندی,altitude; height; tallness,480,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5071320|5076538,6,2,False,,"height, elevation","badge; blue; 30,000; react; grab",1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2259,رخصت,farewell; leave; leave-taking; parting,480,CLE Urdu top-5000 frequency list,A_direct_iwn_en,51421,2,1,False,"leave (of absence); leave, permission to leave, dismission, departure","departure, leave, farewell",furlough; handle; Show; sign; basic,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2260,دانت,tooth,479,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4399806|5219688,2,2,False,tusk; tooth,n. tooth; tusk | Platts:,teeth; Watch; bared; Once; scared,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2261,قربان,selflessness; self-sacrifice,478,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1190818,1,1,False,"corban; sacrifice, giving up; sacrificial offering","n. corban; sacrifice, giving up; sacrificial offering | Platts: (inf. n. of قرب 'to approach')",sacrifice; only; preserve; order; best,3,IWN-En Direct manual link (single direct sense)
2262,نفسیات,psychology; psychological science,478,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6055679,1,1,False,,study of mental functions and behaviours,psychologist; not; m; a; I,1,IWN-En Direct manual link (single direct sense)
2263,ہیر,Vajra,478,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9392820,1,1,True,"diamond; a tragic lover; vigour, energy","n. diamond; essence, elemental part, pith, gist; vigour, energy | name: Heer, the female tragic lover from a classical Punjabi romantic legend; a tragic lover | Platts:",Herr; accustomed; ignored; being; sorry,0,IWN-En Direct manual link (single direct sense)
2264,جیب,pocket,477,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3927664,1,1,False,pocket,s.f. The tongue ( = jībh,pocket; Hey; Get; afford; broad,2,IWN-En Direct manual link (single direct sense)
2265,نوے,ninety; 90; xc,477,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2271405|13569198,2,2,False,ninety,ninety,Ninety; NINETY; ABOUT; JUST; MINUTES,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2266,سرپرستی,protection,476,CLE Urdu top-5000 frequency list,A_direct_iwn_en,805831,2,1,False,,"patronage, protection, mentorship, guardianship",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2267,داغ,defamation; calumny; calumniation; obloquy; traducement; hatchet job; dust; mark; print; scratch; scrape; scar,475,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6629060|14644349|6707600|4638395|3958753,5,5,False,"a stain, spot","n. a stain, spot | Platts:",singed; commended; Father; threw; Like,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2268,دوم,second; 2nd; 2d,475,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2278352,1,1,False,second,"adj. second | Platts: adj. Second; inferior, second sort",,2,IWN-En Direct manual link (single direct sense)
2269,مومن,Muslim; Moslem,475,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9543894,1,1,True,"devout Muslim, true believer; a male given name from Arabic","n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",believer; think; m; a; I,3,IWN-En Direct manual link (single direct sense)
2270,نظریاتی,ideological; ideologic; fortnightly; biweekly,474,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2664928|2712565,2,2,True,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2271,معاون,accessory; appurtenance; supplement; add-on; assistant; helper; help; supporter; protagonist; champion; admirer; booster; friend; adjunct; partial; unfair,473,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2647145|9671165|10517508|831511|1784854,5,5,False,,"(act. part. of عاون; see mǒʻāwanat), part.",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2272,منصفانہ,fair; just,472,CLE Urdu top-5000 frequency list,A_direct_iwn_en,995815,2,1,False,,"adj. Equitably, justly, fairly, candidly",fair; unfair; seems; Absolutely; trial,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2273,ہجرت,immigration; in-migration; emigration; out-migration; expatriation,472,CLE Urdu top-5000 frequency list,A_direct_iwn_en,54399|54175,2,2,False,,"(for A. هجرة, v.n. fr. هجر; see hajr)",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2274,اجرت,wage; pay; earnings; remuneration; salary; fee; emolument,471,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13108154|13148654|13119176,3,3,False,"fee, remuneration, rent, tariff, wage, salary","fee, remuneration, rent, tariff, wage, salary",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2275,روانگی,departure; going; going away; leaving,471,CLE Urdu top-5000 frequency list,A_direct_iwn_en,41114,7,1,False,"travelling, setting out; departure, leaving, going, passing, despatch","n. departure, leaving, going, passing, despatch; travelling, setting out | Platts: (abst. s. fr. next)",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2276,سادگی,plainness,471,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4641762,3,1,False,"plainness; simplicity, naivety","n. simplicity, naivety; plainness | Platts: (abst. s. fr. next)",They; No; people; different; from,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2277,شہزادی,princess,471,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10317446,1,1,False,"princess (a king's daughter, granddaughter or other female descendant)","princess (a king's daughter, granddaughter or other female descendant)",princess; Princess; Highness; Such; Forgive,3,IWN-En Direct manual link (single direct sense)
2278,الٹ,opposite,470,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2138928,1,1,False,,,reversed; curse; wish; She; To,0,IWN-En Direct manual link (single direct sense)
2279,باقاعدگی,regulation; regulating; discipline,470,CLE Urdu top-5000 frequency list,A_direct_iwn_en,793467|4826379,2,2,False,,,Mandate; transparency; regularly; approves; by,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2280,مجاہد,battleful; bellicose; combative,470,CLE Urdu top-5000 frequency list,A_direct_iwn_en,89079,2,1,False,,"(act. part. of جاهد 'to exert oneself vigorously' (against); 'to fight against,' (esp. against unbelievers),…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2281,طلاق,divorce; divorcement,468,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1186232,1,1,False,divorce,divorce,Divorced; divorced; RPN; artist; talks,2,IWN-En Direct manual link (single direct sense)
2282,ڈکیتی,looting; robbery; highway robbery,468,CLE Urdu top-5000 frequency list,A_direct_iwn_en,952686|771881,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2283,غفلت,carelessness; sloppiness,467,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4609882,5,1,False,negligence; carelessness,"negligence, heedlessness",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2284,مقیم,settler; colonist; changeless; constant; invariant; unvarying,467,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10424429|2589662,2,2,False,resident,"n. resident | Platts: (act. part. of اقام 'to stop, rest, stay,' &c., iv of قام (for قوم) 'to stand,' &c.), part.",Axis; high; price; Meanwhile; never,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2285,کیمیائی,chemical; chemic,466,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2779054,1,1,True,"chemical, chemo-","chemical, chemo-",,2,IWN-En Direct manual link (single direct sense)
2286,لکڑی,wood,466,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14900228,1,1,False,"stick; wood, timber","stick; wood, timber",wood; wooden; Belleau; Wood; Go,3,IWN-En Direct manual link (single direct sense)
2287,مترادف,synonym; equivalent word; synonymous,466,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6220488|2461857,2,2,False,,"(act. part. of ترادف 'to follow one another,' vi of ردف 'to follow, or come after'), part.",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2288,افادیت,utility; usefulness; practicability; practicableness; relevance; relevancy,465,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5087865|5091334|13613323,3,3,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2289,بلو,blue,465,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2260706|8365586,2,2,True,,plural vocative of بُلّا (bullā — bubble),,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2290,نوکری,service,465,CLE Urdu top-5000 frequency list,A_direct_iwn_en,95984|579466,3,2,False,"job, employment, service","n. job, employment, service | Platts:",job; yesterday; file; fired; looking,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2291,دشمنی,hostility; enmity; ill will,463,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7445217,4,1,False,hate; enmity; hatred,enmity,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2292,ریاستی,royal; provincial,463,CLE Urdu top-5000 frequency list,A_direct_iwn_en,687874|2871065,2,2,False,,,state; an; State; eye; Police,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2293,نہر,canal,463,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2918793,1,1,False,,canal,,1,IWN-En Direct manual link (single direct sense)
2294,ستم,maltreatment; ill-treatment; ill-usage; abuse; anguish,462,CLE Urdu top-5000 frequency list,A_direct_iwn_en,415474|14257289,2,2,False,"tyranny; injustice, cruelty","tyranny, cruelty",IRONIC; S; IT; ',0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2295,محترم,estimable; good; honorable; respectable; honored; honoured,461,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2052610|2671820,7,2,False,"honored; honorable, respectable, esteemed","adj. honored; honorable, respectable, esteemed | Platts: (pass. part. of احترم 'to hold in reverence or honour; to reverence,' &c., viii of حرم 'to be entitled to…",Sir; clue; reporter; caught; Americans,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2296,نیلم,sapphire,461,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14821913,1,1,False,,"s.m. A sapphire (see nīl-maṇi, or nīl-man, s.v. nīl)",,1,IWN-En Direct manual link (single direct sense)
2297,ڈاؤن,Down; John L. H. Down; down(p),461,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10780165|2132693,2,2,False,,,May; truth; free; set; waist,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2298,حرف,letter; letter of the alphabet; alphabetic character,460,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6736892,2,1,True,"particle; letter, character (of an alphabet)","n. letter, character (of an alphabet); particle | Platts: (inf. n. of حرف 'to turn from, to alter,' &c.)",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
